comeback,raw_text,cleaned_text,label,source
TWICE_Strategy,Step 1,step,?,youtube
TWICE_Strategy,Strategy Twice,strategi twice,?,youtube
TWICE_Strategy,Momazo TWICE❤,momazo twice,?,youtube
TWICE_Strategy,Siempre traen lo mejor.,siempr traen lo mejor,?,youtube
TWICE_Strategy,Me encanta Twice,encanta twice,?,youtube
TWICE_Strategy,Las mejores siempre,la mejor siempr,?,youtube
TWICE_Strategy,20.4M vamos arriba,vamo arriba,?,youtube
TWICE_Strategy,❤❤❤❤❤,,?,youtube
TWICE_Strategy,MEGAAAAAN 🗣‼️,megaaaaan,?,youtube
TWICE_Strategy,1:33 Jihyo's parts are so addictive 😍😍‼️,jihyo part addict,?,youtube
TWICE_Strategy,Omg,omg,?,youtube
TWICE_Strategy,"Take out another one, I already have it",take anoth one alreadi,?,youtube
TWICE_Strategy,"6 OUTFIT (WHITE WITH STRATEGY, PINK WITH SHORT, PINK WITH PANTS, INDIVIDUAL CLOTHES (DAHYUN WITH HEART), BLACK TIE (JIHYO IN SKIRT)
1/6 ALREADY WEAR IN PERFORMANCE (PINK JACKET AND PANTS)",outfit white strategi pink short pink pant individu cloth dahyun heart black tie jihyo skirt alreadi wear perform pink jacket pant,?,youtube
TWICE_Strategy,0:36 LA PARTE DE SANA 😍😍😍,la part de sana,?,youtube
TWICE_Strategy,💗💗💗,,?,youtube
TWICE_Strategy,SLAY,slay,?,youtube
TWICE_Strategy,394k,k,?,youtube
TWICE_Strategy,💪🏻💪🏻💪🏻💪🏻,,?,youtube
TWICE_Strategy,Reines,rein,?,youtube
TWICE_Strategy,TWICE,twice,?,youtube
TWICE_Strategy,20m,,?,youtube
TWICE_Strategy,Megan Thee Stallion,megan thee stallion,?,youtube
TWICE_Strategy,🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰,,?,youtube
TWICE_Strategy,🥰🥰🥰🥰🥰,,?,youtube
TWICE_Strategy,amo a todos,amo todo,?,youtube
TWICE_Strategy,the best son ever ☺♥,best son ever,?,youtube
TWICE_Strategy,i love twice ♥,love twice,?,youtube
TWICE_Strategy,Twice i love you,twice love,?,youtube
TWICE_Strategy,MY ESTRATEGY,estrategi,?,youtube
TWICE_Strategy,"i think twice was really humble for too long. their versatility, the longevity of their career, their wholesome discography, the japanese and korean comebacks never overlaps, the collaboration they worked out, their insane vocals over the years, their face cards and the 9 visuals, the queens of japan, their kindness and love for their fans! I THINK IN THIS ERA OF KPOP, THEY'RE STILL THE NATION'S GG OF SOUTH KOREA! THE DAESANG THEY HAVE IN THEIR BELT, THE HITS AFTER HITS, IU, GDRAGON AND EVEN OTHER ICONS RECOGNIZE THEM! JYP REALLY HIT THE JACKPOT WHEN THEY DEBUTED THIS GROUP!!! TRULY IMMACULATE!",think twice realli humbl long versatil longev career wholesom discographi japanes korean comeback never overlap collabor work insan vocal year face card visual queen japan kind love fan think era kpop theyr still nation gg south korea daesang belt hit hit iu gdragon even icon recogn jyp realli hit jackpot debut group truli immacul,?,youtube
TWICE_Strategy,💞I LOVE TWICE 💞,love twice,?,youtube
TWICE_Strategy,TE AMO MINAAAAAA❤🎉,te amo minaaaaaa,?,youtube
TWICE_Strategy,386k,k,?,youtube
TWICE_Strategy,Bought my self a digipack .. i just cant stop playing the strategy album. I mean showing my support at my own time and online too. Btw fighting ONCES!! TWICE FIGHTING!!!,bought self digipack cant stop play strategi album mean show support time onlin btw fight onc twice fight,?,youtube
TWICE_Strategy,"Stream here Once,",stream,?,youtube
TWICE_Strategy,Stream Strategy Onces,stream strategi onc,?,youtube
TWICE_Strategy,Tô gostando muito dessa música,gostando muito dessa msica,?,youtube
TWICE_Strategy,Stream,stream,?,youtube
TWICE_Strategy,Esto es amor?❤,esto es amor,?,youtube
TWICE_Strategy,LOVE,love,?,youtube
TWICE_Strategy,🎉,,?,youtube
TWICE_Strategy,Imma getcha real good and I betcha ❤,imma getcha real good betcha,?,youtube
TWICE_Strategy,MOMO,momo,?,youtube
TWICE_Strategy,STREAMING 😋💞,stream,?,youtube
TWICE_Strategy,THE STREAM IS SO SLOWWWWWW,stream slo,?,youtube
TWICE_Strategy,Beautiful,beauti,?,youtube
TWICE_Strategy,love TWICE forever,love twice forev,?,youtube
TWICE_Strategy,i love TWICE,love twice,?,youtube
TWICE_Strategy,Viva Twice,viva twice,?,youtube
TWICE_Strategy,377k,k,?,youtube
TWICE_Strategy,Wow this song is awesome,wow song awesom,?,youtube
TWICE_Strategy,I am new once 🔂,new,?,youtube
TWICE_Strategy,20M368k,mk,?,youtube
TWICE_Strategy,Hola de nuevo (lo ví como 100 veces),hola de nuevo lo v como vece,?,youtube
TWICE_Strategy,❤❤,,?,youtube
TWICE_Strategy,"The loves of my life, I live for them",love life live,?,youtube
TWICE_Strategy,so fking good,fking good,?,youtube
TWICE_Strategy,"onces don’t stop yet, lets give twice more than 20M views!!",onc dont stop yet let give twice view,?,youtube
TWICE_Strategy,Im nayeon,im nayeon,?,youtube
TWICE_Strategy,Son muy talentosas,son muy talentosa,?,youtube
TWICE_Strategy,💗💗💗💗💗💗,,?,youtube
TWICE_Strategy,stream!!,stream,?,youtube
TWICE_Strategy,20.342K,k,?,youtube
TWICE_Strategy,21M otw!,otw,?,youtube
TWICE_Strategy,THIS IS SUCH A GOOD WAY TO END 2024,good way end,?,youtube
TWICE_Strategy,337k!,k,?,youtube
TWICE_Strategy,I loveeeeee this song really,loveeeee song realli,?,youtube
TWICE_Strategy,20m337k！！！,mk,?,youtube
TWICE_Strategy,Buenisimaaaaa🎉,buenisimaaaaa,?,youtube
TWICE_Strategy,"Enough I loved her, she is so good I love her, as always twice and Megan devouring 🫦❤️‍🔥",enough love good love alway twice megan devour,?,youtube
TWICE_Strategy,Twice best gg,twice best gg,?,youtube
TWICE_Strategy,332K,k,?,youtube
TWICE_Strategy,This song deserves success!  So keep streaming and listening more everyday,song deserv success keep stream listen everyday,?,youtube
TWICE_Strategy,Mi nayeon❤,mi nayeon,?,youtube
TWICE_Strategy,"1 OVO
3 COLHERES DE SOPA DE AÇÚCAR
3 COLHERES DE SOPA DE CHOCOLATE EM PÓ
3 COLHERES DE SOPA DE ÓLEO
3 COLHERES DE SOPA DE LEITE
3 COLHERES DE SOPA DE FARINHA DE TRIGO
1/2 COLHER DE CAFÉ DE FERMENTO QUÍMICO EM PÓ

Cobertura:
1/2 XÍCARA DE CHÁ (XÍCARA 200 ML) DE LEITE
3 COLHERES DE SOPA DE AÇÚCAR
3 COLHERES DE SOPA DE CHOCOLATE EM PÓ
1/2 COLHER DE SOPA DE MARGARINA",ovo colher de sopa de acar colher de sopa de chocol em p colher de sopa de leo colher de sopa de leit colher de sopa de farinha de trigo colher de caf de fermento qumico em p cobertura xcara de ch xcara ml de leit colher de sopa de acar colher de sopa de chocol em p colher de sopa de margarina,?,youtube
TWICE_Strategy,"Hey, boy, I'ma get ya
I'ma get you real good and I bet ya
Hey, boy, once I get ya
You'll be, oh, so glad that I met ya
Ow (TWICE)

Step one, do my highlight
Make me shine so bright in the moonlight
Step two, silhouette tight
Baby, even my shadow looks good, right?
Step three, when I arrive
Make you look my way with your heart eyes
Step four, got you on the floor
Make you say, ""More, more, more""

When I say, ""Hi...""
I'm feeling all your attention on me
Hi...
No reason to be so shy with me
I ain't gonna bite, come on over (No)
I know you wanna move a little closer (Yeah)
I got a plan to get you with me

I got you on my radar, soon you're gonna be with me
My strategy, strategy will get ya, get ya, baby
Winning is my trademark, soon you'll never wanna leave
My strategy, strategy will get ya, get ya, baby

Hey, boy, I'ma get ya
I'ma get you real good and I bet ya
Hey, boy, once I get ya
You'll be, oh, so glad that I met ya

When your cheeks go red (That's cute)
I wanna dance, you said (""Oh, cool"")
'Til I'm in your head (It's cruel)
And you can't forget
You're feeling things now, and you're confused
Watching my body getting loose
You don't know what you're gonna do
You're mine

When I say, ""Hi...""
I'm feeling all your attention on me
Hi...
No reason to be so shy with me
I ain't gonna bite, come on over (No)
I know you wanna move a little closer (Yeah)
I got a plan to get you with me

I got you on my radar, soon you're gonna be with me
My strategy, strategy will get ya, get ya, baby
Winning is my trademark, soon you'll never wanna leave
My strategy, strategy will get ya, get ya, baby
(real hot girl, shh)

Do you like that? (Huh?)
When I smack it and you watch it bounce it right back?
He really lost it when he saw me do the right, left (hmm)
I'm a man eater, you just a light snack (baow)
I got him pressed like he's workin' on his triceps (hmm)
I'ma flirt, I'ma tease, they be hurt after me
Told him: Baby, what's a player to the G-A-M-E?
Sand need to worry 'bout him bringin' me to the beach
Jealous? Who? Girl, please

Left, right, left, right, do it to the beat (do it to the beat)
Talk with my body, that's my strategy (baow, baow)
Other girls try, but I'm really hard to beat (I'm really hard to beat)
He'll be mine off my strategy (yeah, yeah)

Left, right, left, right, do it to the beat (do it to the beat)
Talk with my body, that's my strategy (baow, baow)
Other girls try, but I'm really hard to beat (yeah, I'm really hard to beat)
He'll be mine off my strategy (yeah, yeah)

My strategy, strategy
Like gravity, gravity
One look at me, look at me
I bet ya, bet ya, bet ya, boy
You'll be down on your knees
Calling me up, begging me, don't leave
My strategy, strategy
Will get ya, get ya, get ya, boy (Ah-oh!)

Hey, boy, I'ma get ya
I'ma get you real good and I bet ya (Real good and I bet ya)
Hey, boy, once I get ya
You'll be, oh, so glad that I met ya (Oh, so glad that I, ooh)
Hey, boy, I'ma get ya (Hey, boy, yeah)
I'ma get you real good and I bet ya (Good and I bet ya)
Hey, boy, once I get ya (Hey, boy)
You'll be, oh, so glad that I met ya (Oh, so glad that I met ya)

Hey, boy, I'ma get ya
I'ma get you real good and I bet ya",hey boy ima get ya ima get real good bet ya hey boy get ya youll oh glad met ya ow twice step one highlight make shine bright moonlight step two silhouett tight babi even shadow look good right step three arriv make look way heart eye step four got floor make say say hi im feel attent hi reason shi aint gonna bite come know wanna move littl closer yeah got plan get got radar soon your gonna strategi strategi get ya get ya babi win trademark soon youll never wanna leav strategi strategi get ya get ya babi hey boy ima get ya ima get real good bet ya hey boy get ya youll oh glad met ya cheek go red that cute wanna danc said oh cool til im head cruel cant forget your feel thing your confus watch bodi get loos dont know your gonna your mine say hi im feel attent hi reason shi aint gonna bite come know wanna move littl closer yeah got plan get got radar soon your gonna strategi strategi get ya get ya babi win trademark soon youll never wanna leav strategi strategi get ya get ya babi real hot girl shh like huh smack watch bounc right back realli lost saw right left hmm im man eater light snack baow got press like he workin tricep hmm ima flirt ima teas hurt told babi what player game sand need worri bout bringin beach jealou girl pleas left right left right beat beat talk bodi that strategi baow baow girl tri im realli hard beat im realli hard beat hell mine strategi yeah yeah left right left right beat beat talk bodi that strategi baow baow girl tri im realli hard beat yeah im realli hard beat hell mine strategi yeah yeah strategi strategi like graviti graviti one look look bet ya bet ya bet ya boy youll knee call beg dont leav strategi strategi get ya get ya get ya boy ahoh hey boy ima get ya ima get real good bet ya real good bet ya hey boy get ya youll oh glad met ya oh glad ooh hey boy ima get ya hey boy yeah ima get real good bet ya good bet ya hey boy get ya hey boy youll oh glad met ya oh glad met ya hey boy ima get ya ima get real good bet ya,?,youtube
TWICE_Strategy,"Omg i love this song! Love it, One in a millón!!  We need more song like this One Twice❤",omg love song love one milln need song like one twice,?,youtube
TWICE_Strategy,Amoooo,amoooo,?,youtube
TWICE_Strategy,Twice es lo mejor. Me encanta,twice es lo mejor encanta,?,youtube
TWICE_Strategy,324k,k,?,youtube
TWICE_Strategy,"Twice, what kind of song is this, I fell in love with it, it's perfect",twice kind song fell love perfect,?,youtube
TWICE_Strategy,amei amei amei,amei amei amei,?,youtube
TWICE_Strategy,00:57 ❤❤❤ 01:32 🔥🔥🔥,,?,youtube
TWICE_Strategy,Momo me recuerda a ella..,momo recuerda ella,?,youtube
TWICE_Strategy,I'm back because this is a masterpiece,im back masterpiec,?,youtube
TWICE_Strategy,321k!!! go for more everyone,k go everyon,?,youtube
TWICE_Strategy,😊🎉❤🎉🎉 stream 😊😊❤🎉,stream,?,youtube
TWICE_Strategy,Sana 😘,sana,?,youtube
TWICE_Strategy,So talented Queens,talent queen,?,youtube
TWICE_Strategy,They're so stunning,theyr stun,?,youtube
TWICE_Strategy,So beautiful,beauti,?,youtube
TWICE_Strategy,Twiceee,twicee,?,youtube
TWICE_Strategy,Ewwwww ewwww 🤢🤢🤢,e e,?,youtube
TWICE_Strategy,🤮🤮🤮🤮,,?,youtube
TWICE_Strategy,🤮🤮🤮💩💩💩💩🤢🤢🤢🤢🤢,,?,youtube
TWICE_Strategy,Twice,twice,?,youtube
TWICE_Strategy,FLOP 🤮🤮🤮🤮,flop,?,youtube
TWICE_Strategy,No one’s listening,one listen,?,youtube
TWICE_Strategy,Just disband lol 😂😂,disband lol,?,youtube
TWICE_Strategy,i ain’t gonna bite,aint gonna bite,?,youtube
TWICE_Strategy,317,,?,youtube
TWICE_Strategy,when i say hiiii,say hiiii,?,youtube
TWICE_Strategy,this is so goodd,goodd,?,youtube
TWICE_Strategy,do my highlight,highlight,?,youtube
TWICE_Strategy,Step 1!,step,?,youtube
TWICE_Strategy,Silhouette tight,silhouett tight,?,youtube
TWICE_Strategy,wow,wow,?,youtube
TWICE_Strategy,Got a plan to get you with me,got plan get,?,youtube
TWICE_Strategy,I aint gonna bite come on over,aint gonna bite come,?,youtube
TWICE_Strategy,make this 30M before year ends..,make year end,?,youtube
TWICE_Strategy,KEEP STREAMING ONCES 🤞🤞,keep stream onc,?,youtube
TWICE_Strategy,20M,,?,youtube
TWICE_Strategy,strategy,strategi,?,youtube
TWICE_Strategy,Genuinely obsessed with this song,genuin obsess song,?,youtube
TWICE_Strategy,Strategy,strategi,?,youtube
TWICE_Strategy,❤❤,,?,youtube
TWICE_Strategy,STRATEGY,strategi,?,youtube
TWICE_Strategy,"""You'll be down on your knees 
Calling me up begging me don't leave ""
Im already on my knees 😭💗",youll knee call beg dont leav im alreadi knee,?,youtube
TWICE_Strategy,6,,?,youtube
TWICE_Strategy,301k!!! go for more!!!!,k go,?,youtube
TWICE_Strategy,300k 🎉,k,?,youtube
TWICE_Strategy,Momo captain!!,momo captain,?,youtube
TWICE_Strategy,Ah this song is so good. I love everything about it!,ah song good love everyth,?,youtube
TWICE_Strategy,So we just gonna copy Doja cat,gonna copi doja cat,?,youtube
TWICE_Strategy,Vamos por más once,vamo por ms,?,youtube
TWICE_Strategy,holis,holi,?,youtube
TWICE_Strategy,20.3M,,?,youtube
TWICE_Strategy,"The song is very good, I'd listen to it every time I went, I love them twice",song good id listen everi time went love twice,?,youtube
TWICE_Strategy,guys stream what are we doinnn,guy stream doinnn,?,youtube
TWICE_Strategy,The visuals are serving,visual serv,?,youtube
TWICE_Strategy,287k,k,?,youtube
TWICE_Strategy,STRATEGYYYYY,strategyyyyi,?,youtube
TWICE_Strategy,Hey boy,hey boy,?,youtube
TWICE_Strategy,"STREAM ONCE, STREAM!!!!",stream stream,?,youtube
TWICE_Strategy,Stream💘,stream,?,youtube
TWICE_Strategy,i'm addicted....,im addict,?,youtube
TWICE_Strategy,I KNEW IT WAS KPOP WHEN THQT SONG APPEARED ON MY RADIO,knew kpop thqt song appear radio,?,youtube
TWICE_Strategy,🎉❤❤,,?,youtube
TWICE_Strategy,279k,k,?,youtube
TWICE_Strategy,me encanta tanto esta canciónnn!,encanta tanto esta cancinnn,?,youtube
TWICE_Strategy,275k,k,?,youtube
TWICE_Strategy,271k,k,?,youtube
TWICE_Strategy,272k!!! keep going more!!!,k keep go,?,youtube
TWICE_Strategy,107k comments,k comment,?,youtube
TWICE_Strategy,269k,k,?,youtube
TWICE_Strategy,Que lluevan las vistas🗣🗣,que lluevan la vista,?,youtube
TWICE_Strategy,"TWICE deserves more than 20M, But once don't help.",twice deserv dont help,?,youtube
TWICE_Strategy,I can feel to 4eve vibe from their song,feel eve vibe song,?,youtube
TWICE_Strategy,happy 20M,happi,?,youtube
TWICE_Strategy,Welcome 20M,welcom,?,youtube
TWICE_Strategy,Muito muito boa,muito muito boa,?,youtube
TWICE_Strategy,me encanta esta cancion!!!,encanta esta cancion,?,youtube
TWICE_Strategy,20000000 views,view,?,youtube
TWICE_Strategy,Strategy,strategi,?,youtube
TWICE_Strategy,Twice é um grupo tão perfeito,twice um grupo perfeito,?,youtube
TWICE_Strategy,Hi boy ❤❤ olá m3nino,hi boy ol mnino,?,youtube
TWICE_Strategy,257K,k,?,youtube
TWICE_Strategy,Guys I'm in love with TWICE,guy im love twice,?,youtube
TWICE_Strategy,Hey TWICE imma getcha,hey twice imma getcha,?,youtube
TWICE_Strategy,go,go,?,youtube
TWICE_Strategy,Hooray for 1M likes!,hooray like,?,youtube
TWICE_Strategy,25M views letsgo everyone !,view letsgo everyon,?,youtube
TWICE_Strategy,20.3M letsgo !,letsgo,?,youtube
TWICE_Strategy,256k,k,?,youtube
TWICE_Strategy,aee conseguimos 20M e 1M de likes,aee conseguimo e de like,?,youtube
TWICE_Strategy,Always perfect song from Twice baby,alway perfect song twice babi,?,youtube
TWICE_Strategy,21m let get it,let get,?,youtube
TWICE_Strategy,More more more my life Sanaaaaaa,life sanaaaaaa,?,youtube
TWICE_Strategy,Best şarkimmm,best arkimmm,?,youtube
TWICE_Strategy,This was their best comeback! I love it so much,best comeback love much,?,youtube
TWICE_Strategy,strategy,strategi,?,youtube
TWICE_Strategy,247K,k,?,youtube
TWICE_Strategy,"""I ain't gonna bite come on over"" lied cuz they ate.",aint gonna bite come lie cuz ate,?,youtube
TWICE_Strategy,strATEgy SOTY,strategi soti,?,youtube
TWICE_Strategy,30m this week,week,?,youtube
TWICE_Strategy,Streams oncee,stream once,?,youtube
TWICE_Strategy,Let's gooo once,let gooo,?,youtube
TWICE_Strategy,this song is sooo cvnty,song sooo cvnti,?,youtube
TWICE_Strategy,Streams strategy please and álbum spotify,stream strategi pleas lbum spotifi,?,youtube
TWICE_Strategy,Vote inkigayo hot stage onceee,vote inkigayo hot stage oncee,?,youtube
TWICE_Strategy,As melhores,melhor,?,youtube
TWICE_Strategy,Perfect,perfect,?,youtube
TWICE_Strategy,when i say hi,say hi,?,youtube
TWICE_Strategy,i loooove the whole album!,loooov whole album,?,youtube
TWICE_Strategy,"People keep saying they like this ""comeback"". To me Twice never had a comeback, cause they never left. They've been here for 10 years and are STILL going.",peopl keep say like comeback twice never comeback caus never left theyv year still go,?,youtube
TWICE_Strategy,"TWICE's ""Strategy (Feat. Megan Thee Stallion)"" debuted at #48 on this week's Billboard Global 200 chart.

It debuted at #35 on the Excl. US chart",twice strategi feat megan thee stallion debut week billboard global chart debut excl us chart,?,youtube
TWICE_Strategy,240k,k,?,youtube
TWICE_Strategy,240K,k,?,youtube
TWICE_Strategy,Sigamos ONCE! VAMOS,sigamo vamo,?,youtube
TWICE_Strategy,keep streaming onces!!,keep stream onc,?,youtube
TWICE_Strategy,My strategy strategy,strategi strategi,?,youtube
TWICE_Strategy,Heyy boyyyy Im getchha,heyi boyyyi im getchha,?,youtube
TWICE_Strategy,I wanna dance you said,wanna danc said,?,youtube
TWICE_Strategy,640k más para 21M once,k ms para,?,youtube
TWICE_Strategy,238k,k,?,youtube
TWICE_Strategy,237k,k,?,youtube
TWICE_Strategy,"STRATEGY by Twice has surpassed 900,000 copies sold on Circle Chart",strategi twice surpass copi sold circl chart,?,youtube
TWICE_Strategy,20M/233k! We can do more!!!! Keep going and streaming everyone 📈,mk keep go stream everyon,?,youtube
TWICE_Strategy,Love you Twice,love twice,?,youtube
TWICE_Strategy,Soty,soti,?,youtube
TWICE_Strategy,Obsesionada con las reinas del kpop,obsesionada con la reina del kpop,?,youtube
TWICE_Strategy,Let's go once,let go,?,youtube
TWICE_Strategy,Here again to support my girls ❤️‍🔥❤️‍🔥❤️‍🔥,support girl,?,youtube
TWICE_Strategy,Soty!,soti,?,youtube
TWICE_Strategy,233k,k,?,youtube
TWICE_Strategy,My strategy strategy will getcha getcha baby!,strategi strategi getcha getcha babi,?,youtube
TWICE_Strategy,30M vamos por ello once,vamo por ello,?,youtube
TWICE_Strategy,No puedo parar de escuchar Strategy y el album completo. Es perfecto.,puedo parar de escuchar strategi el album completo es perfecto,?,youtube
TWICE_Strategy,20.3M pronto once!,pronto,?,youtube
TWICE_Strategy,230k,k,?,youtube
TWICE_Strategy,Y'all... I didn't realize the cc was turned on and thought I was having a stroke (context: currently learning Korean but I am fluent in English even though it's not my native language) belatedly registering that it's an English track.,yall didnt realiz cc turn thought stroke context current learn korean fluent english even though nativ languag belatedli regist english track,?,youtube
TWICE_Strategy,Strategy iconic song,strategi icon song,?,youtube
TWICE_Strategy,Yess i love this song,yess love song,?,youtube
TWICE_Strategy,yaaaaaaaaaaas i love these girls stan twice ♡,yaaaaaaaaaaa love girl stan twice,?,youtube
TWICE_Strategy,224k,k,?,youtube
TWICE_Strategy,Twice strategy,twice strategi,?,youtube
TWICE_Strategy,Every time someone like my comment i'll watch it again,everi time someon like comment ill watch,?,youtube
TWICE_Strategy,Hi,hi,?,youtube
TWICE_Strategy,"100M Views
1M Likes
1M Comments!!",view like comment,?,youtube
TWICE_Strategy,"100M Views
1M Likes
1M Comments!!",view like comment,?,youtube
TWICE_Strategy,"100M Views
1M Likes
1M Comments!!",view like comment,?,youtube
TWICE_Strategy,"100M Views
1M Likes
1M Comments!!",view like comment,?,youtube
TWICE_Strategy,"100M Views
1M Likes
1M Comments!!",view like comment,?,youtube
TWICE_Strategy,Streammmmm,streammmmm,?,youtube
TWICE_Strategy,Are you ready for the coming TWICE WORLD TOUR? Which cities do you think they’ll visit?,readi come twice world tour citi think theyll visit,?,youtube
TWICE_Strategy,Get you on my radarr,get radarr,?,youtube
TWICE_Strategy,twice!!,twice,?,youtube
TWICE_Strategy,1M de likes ♥️♥️,de like,?,youtube
TWICE_Strategy,hmm,hmm,?,youtube
TWICE_Strategy,Let's once broadcast even more,let broadcast even,?,youtube
TWICE_Strategy,STREAM TWICE,stream twice,?,youtube
TWICE_Strategy,MY GIRLS,girl,?,youtube
TWICE_Strategy,amo,amo,?,youtube
TWICE_Strategy,"Onces, we need to win pre-voting for Music Bank on 27th Dec! We have a chance if we win pre-voting for the second trophy! Pre-voting starts next week (maybe)!! Go Onces!!",onc need win prevot music bank th dec chanc win prevot second trophi prevot start next week mayb go onc,?,youtube
TWICE_Strategy,❤❤,,?,youtube
TWICE_Strategy,ewww,ewww,?,youtube
TWICE_Strategy,30M now guys!,guy,?,youtube
TWICE_Strategy,Yesss !!! 1 million likes,yesss million like,?,youtube
TWICE_Strategy,Cháy lên yahhhh,chi ln yahhhh,?,youtube
TWICE_Strategy,HEY BOY!,hey boy,?,youtube
TWICE_Strategy,2:14 rap part❤❤,rap part,?,youtube
TWICE_Strategy,LETS GO 30M BEFORE THIRD WEEK!,let go third week,?,youtube
TWICE_Strategy,20M LETS REACH TO 30M!!! LETS GOO ONCEUUUU!!,let reach let goo onceuuuu,?,youtube
TWICE_Strategy,200k,k,?,youtube
TWICE_Strategy,My favorite song,favorit song,?,youtube
TWICE_Strategy,Gara gara mbak Meghan stal ❤,gara gara mbak meghan stal,?,youtube
TWICE_Strategy,step④,step,?,youtube
TWICE_Strategy,step③,step,?,youtube
TWICE_Strategy,step②,step,?,youtube
TWICE_Strategy,step①,step,?,youtube
TWICE_Strategy,"Listening to this the 1st time since I kind of didn't like one spark. ( I LOVE TWICE WITH ALL MY HEART.) It's really good. I love it The fact Megan is in there was CRAZY I don't know what else to say but Actually yes i do. The visuals, vocals, concept is really nice I really like it. Thank you Twice and Red Velvet ( special mentioned cause why not? ) for ending our 2024 with the best songs ever. <3",listen st time sinc kind didnt like one spark love twice heart realli good love fact megan crazi dont know els say actual ye visual vocal concept realli nice realli like thank twice red velvet special mention caus end best song ever,?,youtube
TWICE_Strategy,Lovely TWICE :-),love twice,?,youtube
TWICE_Strategy,3:10 I wish Meagan was in this partttt it would’ve been even better!!,wish meagan partttt wouldv even better,?,youtube
TWICE_Strategy,Is Strategy-trategy is a Korean version? They got speak Korea?,strategytrategi korean version got speak korea,?,youtube
TWICE_Strategy,FLOP,flop,?,youtube
TWICE_Strategy,2B deserves not 20M,b deserv,?,youtube
TWICE_Strategy,Es oooo,es oooo,?,youtube
TWICE_Strategy,strategy strategy get cha getcha baby〜,strategi strategi get cha getcha babi,?,youtube
TWICE_Strategy,190k,k,?,youtube
TWICE_Strategy,More more more!!,,?,youtube
TWICE_Strategy,Love this song ❤,love song,?,youtube
TWICE_Strategy,186k,k,?,youtube
TWICE_Strategy,181k,k,?,youtube
TWICE_Strategy,2:08 😍,,?,youtube
TWICE_Strategy,MY GIRLS!!,girl,?,youtube
TWICE_Strategy,25M,,?,youtube
TWICE_Strategy,177k,k,?,youtube
TWICE_Strategy,This song enter top #3 in my playlist,song enter top playlist,?,youtube
TWICE_Strategy,this masterpiece keeps repeating on my head 24/7 even tho I'm in the middle of having an important exam,masterpiec keep repeat head even tho im middl import exam,?,youtube
TWICE_Strategy,The daily views is better than One Spark now.,daili view better one spark,?,youtube
TWICE_Strategy,TWICE is the Most Active K-pop Girl Group in 9 years and their song always so good,twice activ kpop girl group year song alway good,?,youtube
TWICE_Strategy,stream strategy onces!!!!,stream strategi onc,?,youtube
TWICE_Strategy,This masterpiece really live in my brain for free,masterpiec realli live brain free,?,youtube
TWICE_Strategy,"reminder: pls do not use caps lock when you're commenting, it freezes the views 🗣️🗣️🗣️",remind pl use cap lock your comment freez view,?,youtube
TWICE_Strategy,20.171,,?,youtube
TWICE_Strategy,any Mina stans here??? 🙋‍♀️🙋‍♀️🙋‍♀️,mina stan,?,youtube
TWICE_Strategy,more more more,,?,youtube
TWICE_Strategy,"let's keep streaming ONCES, let's appreciate all the girls efforts for this just to deliver this masterpiece to us",let keep stream onc let appreci girl effort deliv masterpiec us,?,youtube
TWICE_Strategy,twice,twice,?,youtube
TWICE_Strategy,can we reach 30 million before new year? let's give this to the girls as a gift Onces!!!,reach million new year let give girl gift onc,?,youtube
TWICE_Strategy,Before 14 days 22million and stream for mama award 😢😊😊❤🎉❤,day million stream mama award,?,youtube
TWICE_Strategy,Party O'clock chorus?,parti oclock choru,?,youtube
TWICE_Strategy,Stream 1 month in 80million atleast❤❤🎉 plzzz😢😊❤❤🎉,stream month million atleast plzzz,?,youtube
TWICE_Strategy,"Let's go 30M before 2025!!!
We can do it ONCEEE!!!!",let go oncee,?,youtube
TWICE_Strategy,Pretty sad that the world wasn't happy with a cute clean group but had to add crass Megan thee Stallion.,pretti sad world wasnt happi cute clean group add crass megan thee stallion,?,youtube
TWICE_Strategy,2015,,?,youtube
TWICE_Strategy,158K,k,?,youtube
TWICE_Strategy,uri tedeungii,uri tedeungii,?,youtube
TWICE_Strategy,dua puluh koma satu,dua puluh koma satu,?,youtube
TWICE_Strategy,strategy strategy,strategi strategi,?,youtube
TWICE_Strategy,❤❤❤,,?,youtube
TWICE_Strategy,Twice,twice,?,youtube
TWICE_Strategy,151k only,k,?,youtube
TWICE_Strategy,Best video of the year,best video year,?,youtube
TWICE_Strategy,Pretty girls!!,pretti girl,?,youtube
TWICE_Strategy,He anladım megan sız,anladm megan sz,?,youtube
TWICE_Strategy,20.147,,?,youtube
TWICE_Strategy,I can't stop singing this song my mom also like it (cryy),cant stop sing song mom also like cryy,?,youtube
TWICE_Strategy,147K,k,?,youtube
TWICE_Strategy,I got you on my rader,got rader,?,youtube
TWICE_Strategy,25m views next lets do it Once,view next let,?,youtube
TWICE_Strategy,I love how Nayeon ends One Spark and Strategy,love nayeon end one spark strategi,?,youtube
TWICE_Strategy,HEY BOY IMMA GETCHA,hey boy imma getcha,?,youtube
TWICE_Strategy,Winning is my trademark soon you'll never wanna leavr,win trademark soon youll never wanna leavr,?,youtube
