group_comeback,comment,cleaned_comment,sentiment
IVE_RebelHeart,REBEL HEART / 250126 / 5PM / WONJIN,rebel heart pm wonjin,
IVE_RebelHeart,"4th win for ""Rebel Heart""!!! (Inkigayo) 😊🎉❤ Congratulations!!! 🥳🏆👏",th win for rebel heart inkigayo congratulations,
IVE_RebelHeart,How many ive supporters are here,how many ive supporters are here,
IVE_RebelHeart,"Great IVE !!!
Go IVE !!!❤❤❤❤❤❤",great ive go ive,
IVE_RebelHeart,NO WORDS ITS SO PREFECT AMAZING❤❤❤❤❤❤,no words its so prefect amazing,
IVE_RebelHeart,REBEL HEART,rebel heart,
IVE_RebelHeart,I best wonyoung✨❤️,i best wonyoung,
IVE_RebelHeart,Wony fianly got the recognition she deserved,wony fianly got the recognition she deserved,
IVE_RebelHeart,Rebel Heart 4th consecutive music show win achieved🎉,rebel heart th consecutive music show win achieved,
IVE_RebelHeart,leeseo looks so cute in pink hair!,leeseo looks so cute in pink hair,
IVE_RebelHeart,"rebel heart is my fav song of 2025, ive will always release great music!!",rebel heart is my fav song of ive will always release great music,
IVE_RebelHeart,Congrats girls on the 4th win !!!,congrats girls on the th win,
IVE_RebelHeart,Congratulations IVE!!! Rebel Heart 4th win 🏆🎉,congratulations ive rebel heart th win,
IVE_RebelHeart,I have been loving IVE for their meaningful songs. They are so good and the lyrics made them even better! And the genre?! It's always amazing ❤❤,i have been loving ive for their meaningful songs they are so good and the lyrics made them even better and the genre its always amazing,
IVE_RebelHeart,"Good song, I love it",good song i love it,
IVE_RebelHeart,REBEL HEART / 250126 / 6PM / awarmmoon,rebel heart pm awarmmoon,
IVE_RebelHeart,This song is so catchy!,this song is so catchy,
IVE_RebelHeart,So excited for attitude <33,so excited for attitude,
IVE_RebelHeart,COMGRATS TO IVE TAKING THIS WEEKS TROPHIES!! you guys truly deserve these wins!!,comgrats to ive taking this weeks trophies you guys truly deserve these wins,
IVE_RebelHeart,"This is the best song for me, the mv quality, the melody ack ate",this is the best song for me the mv quality the melody ack ate,
IVE_RebelHeart,we're rebels in our heart,were rebels in our heart,
IVE_RebelHeart,RebelHeart4thWin🎉🎊,rebelheartthwin,
IVE_RebelHeart,4th win we're proud of you ive!,th win were proud of you ive,
IVE_RebelHeart,4 wins!! Im so proud of you guys and DIVE!!,wins im so proud of you guys and dive,
IVE_RebelHeart,Rebels in our heart!,rebels in our heart,
IVE_RebelHeart,REBEL HEART / 250126 / 3PM / WONJIN,rebel heart pm wonjin,
IVE_RebelHeart,"Next goal: 20M
Fighting dives !!!",next goal m fighting dives,
IVE_RebelHeart,"This song has 2 meanings. And I love this song. I know what they mean by 'Love me , Hate me , You will never be me'❤
❤❤❤",this song has meanings and i love this song i know what they mean by love me hate me you will never be me,
IVE_RebelHeart,Rebel Heart 4th win 🎉✨,rebel heart th win,
IVE_RebelHeart,REBEL HEART / 250126 / 5PM / awarmmoon,rebel heart pm awarmmoon,
IVE_RebelHeart,"Happy 4th Win!!!
REBEL HEART heals us every day^^",happy th win rebel heart heals us every day,
IVE_RebelHeart,4th win today omg!! let's str3am more for next week,th win today omg lets stram more for next week,
IVE_RebelHeart,is this pre-release? so the main tract that is goin to released in feb 3 will have more views rightt,is this prerelease so the main tract that is goin to released in feb will have more views rightt,
IVE_RebelHeart,""" love me hate me, you will never be me"" you ate wonny🎉",love me hate me you will never be me you ate wonny,
IVE_RebelHeart,4th Win‼️,th win,
IVE_RebelHeart,Yasss!!!! Congratulations for the 4th win today!!!,yasss congratulations for the th win today,
IVE_RebelHeart,Ive’s discography never disappoints me,ives discography never disappoints me,
IVE_RebelHeart,"Can't wait for ATTITUDE, I'm seated!",cant wait for attitude im seated,
IVE_RebelHeart,Rebel heart deserves a lot of awards fr,rebel heart deserves a lot of awards fr,
IVE_RebelHeart,REBEL HEART / 250126 / 4pm / awarmmoon,rebel heart pm awarmmoon,
IVE_RebelHeart,"I've said it before and i'll say it again. IVE will always outdone themselves, and i believe IVE EMPATHY will be their best album. I genuinely think that Rebel Heart is one of the best song i've ever heard from K-pop. What an icon for a soul that never gives up and will always be the ""rebels"" to reach what they have dreamed for all this time.

""So rather than expecting eternity, i want to understand you now."" 
Shockingly, the last time i was this touched was when i watched Either Way for the first time. You did it, IVE.",ive said it before and ill say it again ive will always outdone themselves and i believe ive empathy will be their best album i genuinely think that rebel heart is one of the best song ive ever heard from kpop what an icon for a soul that never gives up and will always be the rebels to reach what they have dreamed for all this time so rather than expecting eternity i want to understand you now shockingly the last time i was this touched was when i watched either way for the first time you did it ive,
IVE_RebelHeart,"This is the essence of Kpop.
This type of messages are the reason why Kpop became a fundamental platform on my teenager years 😢❤",this is the essence of kpop this type of messages are the reason why kpop became a fundamental platform on my teenager years,
IVE_RebelHeart,"아이브 ""REBEL HEART"" 가사]

[Intro: Jang Wonyoung]
Rebels in our heart

[Verse 1: An Yujin, Liz, Rei, Leeseo]
시작은 항상 다 이룬 것처럼
엔딩은 마치 승리한 것처럼
겁내지 않고 마음을 쏟을래
내 모양대로
이제 더 이상 신경 쓰지 않아 (더 이상)
어디에서도 내 맘을 지키기
오해 받을 땐 자유에 맡겨둘래
다 알게 될 거니까



[Chorus: Jang Wonyoung, An Yujin, Gaeul, Leeseo]
So you can love me, hate me
You will never be, never be, never be me
Try me, I'll break free
You will never be, never be, never be me
We are rebels in our heart, rebels in our heart
We are rebels in our heart
We are rebels in our heart, 꺾이지 않아
We are rebels in our heart

[Verse 2: Rei, Gaeul, Leeseo]
너는 어디가 조금 부족해
너는 거기가 뭔가 좀 넘쳐
I don't care, 뭐든 말은 참 쉽지
그래 실행이 어려운 거야
Do it, move it, do it
우린 그냥 할게
내 갈 길은 멀고
그 위에는 드라마가 있어

[Pre-Chorus: Jang Wonyoung]
또 외로움이 너무 길어지는 밤엔
그 맘을 쏘아 올려 (Oh)

[Chorus: An Yujin, Liz, Jang Wonyoung, Rei]
Love me, hate me
You will never be, never be, never be me
Try me, I'll break free
You will never be, never be, never be me
We are rebels in our heart, rebels in our heart
We are rebels in our heart
We are rebels in our heart, 꺾이지 않아
We are rebels in our heart (Rebels in our heart)
[Post-Chorus: An Yujin, Jang Wonyoung]
La-la-la-la, la-la-la, la-la-la
Rebels in our heart, rebels in our heart
La-la-la-la, la-la-la, la-la-la
Rebels in our heart, rebels in our heart

[Bridge: Jang Wonyoung, Liz]
우린 따로 이유를 묻지 않고
서로가 필요할 때가 있어
그런 맘이 어떤 건지 잘 알기에
영원을 바라는 사이보단
지금을 이해해주고 싶어
We will always be the rebels

[Chorus: An Yujin, Leeseo, Liz]
Come, join as who you are
We are rebels, we are one
이 마음만으로
We are rebels, we are one
We are rebels in our heart, rebels in our heart
We are rebels in our heart
We are rebels in our heart, 꺾이지 않아
We are rebels in our heart",rebel heart intro jang wonyoung rebels in our heart verse an yujin liz rei leeseo chorus jang wonyoung an yujin gaeul leeseo so you can love me hate me you will never be never be never be me try me ill break free you will never be never be never be me we are rebels in our heart rebels in our heart we are rebels in our heart we are rebels in our heart we are rebels in our heart verse rei gaeul leeseo i dont care do it move it do it prechorus jang wonyoung oh chorus an yujin liz jang wonyoung rei love me hate me you will never be never be never be me try me ill break free you will never be never be never be me we are rebels in our heart rebels in our heart we are rebels in our heart we are rebels in our heart we are rebels in our heart rebels in our heart postchorus an yujin jang wonyoung lalalala lalala lalala rebels in our heart rebels in our heart lalalala lalala lalala rebels in our heart rebels in our heart bridge jang wonyoung liz we will always be the rebels chorus an yujin leeseo liz come join as who you are we are rebels we are one we are rebels we are one we are rebels in our heart rebels in our heart we are rebels in our heart we are rebels in our heart we are rebels in our heart,
IVE_RebelHeart,"pls reach 20m for our goal, at least this week",pls reach m for our goal at least this week,
IVE_RebelHeart,"wonyoung owned this song
I love how this song has meaning in lyrics and emotion, not like some songs that are super short and lyrics make no sense and it's just the beat",wonyoung owned this song i love how this song has meaning in lyrics and emotion not like some songs that are super short and lyrics make no sense and its just the beat,
IVE_RebelHeart,come on guys only 17M views and 453K likes?,come on guys only m views and k likes,
IVE_RebelHeart,"stream more pls, we need more streams!!",stream more pls we need more streams,
IVE_RebelHeart,Will they still be promoting Rebel Heart next week???,will they still be promoting rebel heart next week,
IVE_RebelHeart,"Im not exaggerating when I say that Ive is the only consistent group that has amazing bridges, vocals, and tunes. I’m not even a dive or a hardcore listener, but every song I’ve listened to really doesn’t disappoint. Ive even been disappointed by songs produced by my favorite groups and idols, but never Ive. Personally I think it’s because their songs are never made for the sole purpose of being a TikTok audio",im not exaggerating when i say that ive is the only consistent group that has amazing bridges vocals and tunes im not even a dive or a hardcore listener but every song ive listened to really doesnt disappoint ive even been disappointed by songs produced by my favorite groups and idols but never ive personally i think its because their songs are never made for the sole purpose of being a tiktok audio,
IVE_RebelHeart,IVE FIGHTING!!!! Dive please keep sending the girls your love and support :3,ive fighting dive please keep sending the girls your love and support,
IVE_RebelHeart,best kpop song in 2025. by a mile,best kpop song in by a mile,
IVE_RebelHeart,congrats ive for 3 win music bank,congrats ive for win music bank,
IVE_RebelHeart,"Come on everyone DIVE, let's increase the number of views of 'REBEL HEART' to 20M!!! Come on!!!",come on everyone dive lets increase the number of views of rebel heart to m come on,
TWICE_Strategy,Vote music bank,vote music bank,neutral
TWICE_Strategy,Onceee You have to vote for Twice on all app music shows,onceee you have to vote for twice on all app music shows,neutral
TWICE_Strategy,Twice es increíble,twice es increble,positive
TWICE_Strategy,I just watched Twice's interview for promotions in the U.S.❤❤,i just watched twices interview for promotions in the us,neutral
TWICE_Strategy,Twice vocalist and talents  are awesome,twice vocalist and talents are awesome,positive
TWICE_Strategy,stream! Once!,stream once,neutral
TWICE_Strategy,20M ONCE,m once,neutral
TWICE_Strategy,"strategy in loop all day, such a good song",strategy in loop all day such a good song,positive
TWICE_Strategy,"Have a good day/night, ONCEs!!",have a good daynight onces,neutral
TWICE_Strategy,Coming here to appreciate this work of art once again,coming here to appreciate this work of art once again,positive
TWICE_Strategy,Glad they kept the girls away from Megan as much as possible,glad they kept the girls away from megan as much as possible,negative
TWICE_Strategy,"3 years ago TWICE´S Mina delivered an absolutely stunning, graceful and enchanting cover of ´snowman´ by Sia",years ago twices mina delivered an absolutely stunning graceful and enchanting cover of snowman by sia,neutral
TWICE_Strategy,TWICE is on Zach Sang Show!,twice is on zach sang show,neutral
TWICE_Strategy,Why is this whole song english? What happened to kpop lol. Love my girls twice though but im lowk concerned,why is this whole song english what happened to kpop lol love my girls twice though but im lowk concerned,negative
TWICE_Strategy,This is one of my favorite twice songs after what is love,this is one of my favorite twice songs after what is love,positive
TWICE_Strategy,LE COPIARON A MELANIE MARTINEZ EN HIGH SCHOOL SWEETHEARTSSS😡😡😡😡😡,le copiaron a melanie martinez en high school sweetheartsss,neutral
TWICE_Strategy,Come on!! once stream up to 25 million viewers!!,come on once stream up to million viewers,neutral
TWICE_Strategy,ONCE  Let's stream so that twice reaches a strategy of at least 100 million,once lets stream so that twice reaches a strategy of at least million,neutral
TWICE_Strategy,twice the greatest group of all time,twice the greatest group of all time,positive
TWICE_Strategy,Hey boy,hey boy,neutral
TWICE_Strategy,3:19  MINAA! She's SO PRETTY ❤🥹,minaa shes so pretty,positive
TWICE_Strategy,Good morning ONCE,good morning once,neutral
TWICE_Strategy,TWICE  LOOK SUPER PRETTY,twice look super pretty,positive
TWICE_Strategy,"Its so slay, it ate.",its so slay it ate,positive
TWICE_Strategy,Onceeee stream,onceeee stream,neutral
TWICE_Strategy,strategy stream,strategy stream,neutral
TWICE_Strategy,Love Mina's braids and style,love minas braids and style,positive
TWICE_Strategy,Go go Twice! Never stop!,go go twice never stop,positive
TWICE_Strategy,TWICE BEST GG,twice best gg,positive
TWICE_Strategy,STREAM MASSIVO,stream massivo,neutral
TWICE_Strategy,let’s try to win all chart again!!,lets try to win all chart again,neutral
TWICE_Strategy,I Love twice,i love twice,positive
TWICE_Strategy,I LOVE YOU TWICE 💞💞✨,i love you twice,positive
TWICE_Strategy,My taste in music is everything they release twice,my taste in music is everything they release twice,positive
TWICE_Strategy,Although I am a blink but this song is really grabbing to attention I like it's vibe so much,although i am a blink but this song is really grabbing to attention i like its vibe so much,positive
TWICE_Strategy,Strategy Twice,strategy twice,neutral
TWICE_Strategy,1:33 Jihyo's parts are so addictive 😍😍‼️,jihyos parts are so addictive,positive
TWICE_Strategy,"Take out another one, I already have it",take out another one i already have it,neutral
TWICE_Strategy,"6 OUTFIT (WHITE WITH STRATEGY, PINK WITH SHORT, PINK WITH PANTS, INDIVIDUAL CLOTHES (DAHYUN WITH HEART), BLACK TIE (JIHYO IN SKIRT)
1/6 ALREADY WEAR IN PERFORMANCE (PINK JACKET AND PANTS)",outfit white with strategy pink with short pink with pants individual clothes dahyun with heart black tie jihyo in skirt already wear in performance pink jacket and pants,neutral
TWICE_Strategy,0:36 LA PARTE DE SANA 😍😍😍,la parte de sana,positive
TWICE_Strategy,Megan Thee Stallion,megan thee stallion,neutral
TWICE_Strategy,the best son ever ☺♥,the best son ever,positive
TWICE_Strategy,i love twice ♥,i love twice,positive
TWICE_Strategy,Twice i love you,twice i love you,positive
TWICE_Strategy,"i think twice was really humble for too long. their versatility, the longevity of their career, their wholesome discography, the japanese and korean comebacks never overlaps, the collaboration they worked out, their insane vocals over the years, their face cards and the 9 visuals, the queens of japan, their kindness and love for their fans! I THINK IN THIS ERA OF KPOP, THEY'RE STILL THE NATION'S GG OF SOUTH KOREA! THE DAESANG THEY HAVE IN THEIR BELT, THE HITS AFTER HITS, IU, GDRAGON AND EVEN OTHER ICONS RECOGNIZE THEM! JYP REALLY HIT THE JACKPOT WHEN THEY DEBUTED THIS GROUP!!! TRULY IMMACULATE!",i think twice was really humble for too long their versatility the longevity of their career their wholesome discography the japanese and korean comebacks never overlaps the collaboration they worked out their insane vocals over the years their face cards and the visuals the queens of japan their kindness and love for their fans i think in this era of kpop theyre still the nations gg of south korea the daesang they have in their belt the hits after hits iu gdragon and even other icons recognize them jyp really hit the jackpot when they debuted this group truly immaculate,positive
TWICE_Strategy,TE AMO MINAAAAAA❤🎉,te amo minaaaaaa,positive
TWICE_Strategy,"Hey, Man , I'ma get ya
I'ma get you real good and I bet ya
Hey, Man , once I get ya
You'll be, oh, so glad that I met ya",hey man ima get ya ima get you real good and i bet ya hey man once i get ya youll be oh so glad that i met ya,neutral
TWICE_Strategy,Bought my self a digipack .. i just cant stop playing the strategy album. I mean showing my support at my own time and online too. Btw fighting ONCES!! TWICE FIGHTING!!!,bought my self a digipack i just cant stop playing the strategy album i mean showing my support at my own time and online too btw fighting onces twice fighting,positive
TWICE_Strategy,"Stream here Once,",stream here once,neutral
TWICE_Strategy,Stream Strategy Onces,stream strategy onces,neutral
TWICE_Strategy,Imma getcha real good and I betcha ❤,imma getcha real good and i betcha,
TWICE_Strategy,THE STREAM IS SO SLOWWWWWW,the stream is so slo,
TWICE_Strategy,Wow this song is awesome,wow this song is awesome,
TWICE_Strategy,I am new once 🔂,i am new once,
TWICE_Strategy,"The loves of my life, I live for them",the loves of my life i live for them,
TWICE_Strategy,"onces don’t stop yet, lets give twice more than 20M views!!",onces dont stop yet lets give twice more than m views,
TWICE_Strategy,THIS IS SUCH A GOOD WAY TO END 2024,this is such a good way to end,
TWICE_Strategy,I loveeeeee this song really,i loveeeeee this song really,
TWICE_Strategy,"Enough I loved her, she is so good I love her, as always twice and Megan devouring 🫦❤️‍🔥",enough i loved her she is so good i love her as always twice and megan devouring,
TWICE_Strategy,This song deserves success!  So keep streaming and listening more everyday,this song deserves success so keep streaming and listening more everyday,
TWICE_Strategy,"1 OVO
3 COLHERES DE SOPA DE AÇÚCAR
3 COLHERES DE SOPA DE CHOCOLATE EM PÓ
3 COLHERES DE SOPA DE ÓLEO
3 COLHERES DE SOPA DE LEITE
3 COLHERES DE SOPA DE FARINHA DE TRIGO
1/2 COLHER DE CAFÉ DE FERMENTO QUÍMICO EM PÓ

Cobertura:
1/2 XÍCARA DE CHÁ (XÍCARA 200 ML) DE LEITE
3 COLHERES DE SOPA DE AÇÚCAR
3 COLHERES DE SOPA DE CHOCOLATE EM PÓ
1/2 COLHER DE SOPA DE MARGARINA",ovo colheres de sopa de acar colheres de sopa de chocolate em p colheres de sopa de leo colheres de sopa de leite colheres de sopa de farinha de trigo colher de caf de fermento qumico em p cobertura xcara de ch xcara ml de leite colheres de sopa de acar colheres de sopa de chocolate em p colher de sopa de margarina,
TWICE_Strategy,"Hey, boy, I'ma get ya
I'ma get you real good and I bet ya
Hey, boy, once I get ya
You'll be, oh, so glad that I met ya
Ow (TWICE)

Step one, do my highlight
Make me shine so bright in the moonlight
Step two, silhouette tight
Baby, even my shadow looks good, right?
Step three, when I arrive
Make you look my way with your heart eyes
Step four, got you on the floor
Make you say, ""More, more, more""

When I say, ""Hi...""
I'm feeling all your attention on me
Hi...
No reason to be so shy with me
I ain't gonna bite, come on over (No)
I know you wanna move a little closer (Yeah)
I got a plan to get you with me

I got you on my radar, soon you're gonna be with me
My strategy, strategy will get ya, get ya, baby
Winning is my trademark, soon you'll never wanna leave
My strategy, strategy will get ya, get ya, baby

Hey, boy, I'ma get ya
I'ma get you real good and I bet ya
Hey, boy, once I get ya
You'll be, oh, so glad that I met ya

When your cheeks go red (That's cute)
I wanna dance, you said (""Oh, cool"")
'Til I'm in your head (It's cruel)
And you can't forget
You're feeling things now, and you're confused
Watching my body getting loose
You don't know what you're gonna do
You're mine

When I say, ""Hi...""
I'm feeling all your attention on me
Hi...
No reason to be so shy with me
I ain't gonna bite, come on over (No)
I know you wanna move a little closer (Yeah)
I got a plan to get you with me

I got you on my radar, soon you're gonna be with me
My strategy, strategy will get ya, get ya, baby
Winning is my trademark, soon you'll never wanna leave
My strategy, strategy will get ya, get ya, baby
(real hot girl, shh)

Do you like that? (Huh?)
When I smack it and you watch it bounce it right back?
He really lost it when he saw me do the right, left (hmm)
I'm a man eater, you just a light snack (baow)
I got him pressed like he's workin' on his triceps (hmm)
I'ma flirt, I'ma tease, they be hurt after me
Told him: Baby, what's a player to the G-A-M-E?
Sand need to worry 'bout him bringin' me to the beach
Jealous? Who? Girl, please

Left, right, left, right, do it to the beat (do it to the beat)
Talk with my body, that's my strategy (baow, baow)
Other girls try, but I'm really hard to beat (I'm really hard to beat)
He'll be mine off my strategy (yeah, yeah)

Left, right, left, right, do it to the beat (do it to the beat)
Talk with my body, that's my strategy (baow, baow)
Other girls try, but I'm really hard to beat (yeah, I'm really hard to beat)
He'll be mine off my strategy (yeah, yeah)

My strategy, strategy
Like gravity, gravity
One look at me, look at me
I bet ya, bet ya, bet ya, boy
You'll be down on your knees
Calling me up, begging me, don't leave
My strategy, strategy
Will get ya, get ya, get ya, boy (Ah-oh!)

Hey, boy, I'ma get ya
I'ma get you real good and I bet ya (Real good and I bet ya)
Hey, boy, once I get ya
You'll be, oh, so glad that I met ya (Oh, so glad that I, ooh)
Hey, boy, I'ma get ya (Hey, boy, yeah)
I'ma get you real good and I bet ya (Good and I bet ya)
Hey, boy, once I get ya (Hey, boy)
You'll be, oh, so glad that I met ya (Oh, so glad that I met ya)

Hey, boy, I'ma get ya
I'ma get you real good and I bet ya",hey boy ima get ya ima get you real good and i bet ya hey boy once i get ya youll be oh so glad that i met ya ow twice step one do my highlight make me shine so bright in the moonlight step two silhouette tight baby even my shadow looks good right step three when i arrive make you look my way with your heart eyes step four got you on the floor make you say more more more when i say hi im feeling all your attention on me hi no reason to be so shy with me i aint gonna bite come on over no i know you wanna move a little closer yeah i got a plan to get you with me i got you on my radar soon youre gonna be with me my strategy strategy will get ya get ya baby winning is my trademark soon youll never wanna leave my strategy strategy will get ya get ya baby hey boy ima get ya ima get you real good and i bet ya hey boy once i get ya youll be oh so glad that i met ya when your cheeks go red thats cute i wanna dance you said oh cool til im in your head its cruel and you cant forget youre feeling things now and youre confused watching my body getting loose you dont know what youre gonna do youre mine when i say hi im feeling all your attention on me hi no reason to be so shy with me i aint gonna bite come on over no i know you wanna move a little closer yeah i got a plan to get you with me i got you on my radar soon youre gonna be with me my strategy strategy will get ya get ya baby winning is my trademark soon youll never wanna leave my strategy strategy will get ya get ya baby real hot girl shh do you like that huh when i smack it and you watch it bounce it right back he really lost it when he saw me do the right left hmm im a man eater you just a light snack baow i got him pressed like hes workin on his triceps hmm ima flirt ima tease they be hurt after me told him baby whats a player to the game sand need to worry bout him bringin me to the beach jealous who girl please left right left right do it to the beat do it to the beat talk with my body thats my strategy baow baow other girls try but im really hard to beat im really hard to beat hell be mine off my strategy yeah yeah left right left right do it to the beat do it to the beat talk with my body thats my strategy baow baow other girls try but im really hard to beat yeah im really hard to beat hell be mine off my strategy yeah yeah my strategy strategy like gravity gravity one look at me look at me i bet ya bet ya bet ya boy youll be down on your knees calling me up begging me dont leave my strategy strategy will get ya get ya get ya boy ahoh hey boy ima get ya ima get you real good and i bet ya real good and i bet ya hey boy once i get ya youll be oh so glad that i met ya oh so glad that i ooh hey boy ima get ya hey boy yeah ima get you real good and i bet ya good and i bet ya hey boy once i get ya hey boy youll be oh so glad that i met ya oh so glad that i met ya hey boy ima get ya ima get you real good and i bet ya,
TWICE_Strategy,"Omg i love this song! Love it, One in a millón!!  We need more song like this One Twice❤",omg i love this song love it one in a milln we need more song like this one twice,
TWICE_Strategy,"Twice, what kind of song is this, I fell in love with it, it's perfect",twice what kind of song is this i fell in love with it its perfect,
TWICE_Strategy,I'm back because this is a masterpiece,im back because this is a masterpiece,
TWICE_Strategy,So talented Queens,so talented queens,
TWICE_Strategy,They're so stunning,theyre so stunning,
TWICE_Strategy,So beautiful,so beautiful,
TWICE_Strategy,No one’s listening,no ones listening,
TWICE_Strategy,Just disband lol 😂😂,just disband lol,
TWICE_Strategy,this is so goodd,this is so goodd,
TWICE_Strategy,do my highlight,do my highlight,
TWICE_Strategy,Silhouette tight,silhouette tight,
TWICE_Strategy,Got a plan to get you with me,got a plan to get you with me,
TWICE_Strategy,make this 30M before year ends..,make this m before year ends,
TWICE_Strategy,Genuinely obsessed with this song,genuinely obsessed with this song,
TWICE_Strategy,"""You'll be down on your knees 
Calling me up begging me don't leave ""
Im already on my knees 😭💗",youll be down on your knees calling me up begging me dont leave im already on my knees,
TWICE_Strategy,Ah this song is so good. I love everything about it!,ah this song is so good i love everything about it,
TWICE_Strategy,"The song is very good, I'd listen to it every time I went, I love them twice",the song is very good id listen to it every time i went i love them twice,
TWICE_Strategy,guys stream what are we doinnn,guys stream what are we doinnn,
TWICE_Strategy,The visuals are serving,the visuals are serving,
TWICE_Strategy,"STREAM ONCE, STREAM!!!!",stream once stream,
TWICE_Strategy,Stream💘,stream,
TWICE_Strategy,"TWICE deserves more than 20M, But once don't help.",twice deserves more than m but once dont help,
TWICE_Strategy,I can feel to 4eve vibe from their song,i can feel to eve vibe from their song,
TWICE_Strategy,Welcome 20M,welcome m,
TWICE_Strategy,Guys I'm in love with TWICE,guys im in love with twice,
TWICE_Strategy,Hey TWICE imma getcha,hey twice imma getcha,
TWICE_Strategy,Always perfect song from Twice baby,always perfect song from twice baby,
TWICE_Strategy,This was their best comeback! I love it so much,this was their best comeback i love it so much,
TWICE_Strategy,"""I ain't gonna bite come on over"" lied cuz they ate.",i aint gonna bite come on over lied cuz they ate,
TWICE_Strategy,30m this week,m this week,
TWICE_Strategy,Streams oncee,streams oncee,
TWICE_Strategy,Let's gooo once,lets gooo once,
TWICE_Strategy,this song is sooo cvnty,this song is sooo cvnty,
TWICE_Strategy,Streams strategy please and álbum spotify,streams strategy please and lbum spotify,
TWICE_Strategy,Perfect,perfect,
TWICE_Strategy,when i say hi,when i say hi,
TWICE_Strategy,i loooove the whole album!,i loooove the whole album,
TWICE_Strategy,"People keep saying they like this ""comeback"". To me Twice never had a comeback, cause they never left. They've been here for 10 years and are STILL going.",people keep saying they like this comeback to me twice never had a comeback cause they never left theyve been here for years and are still going,
TWICE_Strategy,"TWICE's ""Strategy (Feat. Megan Thee Stallion)"" debuted at #48 on this week's Billboard Global 200 chart.

It debuted at #35 on the Excl. US chart",twices strategy feat megan thee stallion debuted at on this weeks billboard global chart it debuted at on the excl us chart,
TWICE_Strategy,keep streaming onces!!,keep streaming onces,
TWICE_Strategy,"STRATEGY by Twice has surpassed 900,000 copies sold on Circle Chart",strategy by twice has surpassed copies sold on circle chart,
TWICE_Strategy,20M/233k! We can do more!!!! Keep going and streaming everyone 📈,mk we can do more keep going and streaming everyone,
TWICE_Strategy,Love you Twice,love you twice,
TWICE_Strategy,Here again to support my girls ❤️‍🔥❤️‍🔥❤️‍🔥,here again to support my girls,
TWICE_Strategy,My strategy strategy will getcha getcha baby!,my strategy strategy will getcha getcha baby,
TWICE_Strategy,Y'all... I didn't realize the cc was turned on and thought I was having a stroke (context: currently learning Korean but I am fluent in English even though it's not my native language) belatedly registering that it's an English track.,yall i didnt realize the cc was turned on and thought i was having a stroke context currently learning korean but i am fluent in english even though its not my native language belatedly registering that its an english track,
TWICE_Strategy,Strategy iconic song,strategy iconic song,
TWICE_Strategy,Yess i love this song,yess i love this song,
TWICE_Strategy,Twice strategy,twice strategy,
TWICE_Strategy,Every time someone like my comment i'll watch it again,every time someone like my comment ill watch it again,
TWICE_Strategy,"100M Views
1M Likes
1M Comments!!",m views m likes m comments,
TWICE_Strategy,Are you ready for the coming TWICE WORLD TOUR? Which cities do you think they’ll visit?,are you ready for the coming twice world tour which cities do you think theyll visit,
TWICE_Strategy,Let's once broadcast even more,lets once broadcast even more,
TWICE_Strategy,STREAM TWICE,stream twice,
TWICE_Strategy,"Onces, we need to win pre-voting for Music Bank on 27th Dec! We have a chance if we win pre-voting for the second trophy! Pre-voting starts next week (maybe)!! Go Onces!!",onces we need to win prevoting for music bank on th dec we have a chance if we win prevoting for the second trophy prevoting starts next week maybe go onces,
TWICE_Strategy,LETS GO 30M BEFORE THIRD WEEK!,lets go m before third week,
TWICE_Strategy,20M LETS REACH TO 30M!!! LETS GOO ONCEUUUU!!,m lets reach to m lets goo onceuuuu,
TWICE_Strategy,"Listening to this the 1st time since I kind of didn't like one spark. ( I LOVE TWICE WITH ALL MY HEART.) It's really good. I love it The fact Megan is in there was CRAZY I don't know what else to say but Actually yes i do. The visuals, vocals, concept is really nice I really like it. Thank you Twice and Red Velvet ( special mentioned cause why not? ) for ending our 2024 with the best songs ever. <3",listening to this the st time since i kind of didnt like one spark i love twice with all my heart its really good i love it the fact megan is in there was crazy i dont know what else to say but actually yes i do the visuals vocals concept is really nice i really like it thank you twice and red velvet special mentioned cause why not for ending our with the best songs ever,
TWICE_Strategy,Lovely TWICE :-),lovely twice,
TWICE_Strategy,3:10 I wish Meagan was in this partttt it would’ve been even better!!,i wish meagan was in this partttt it wouldve been even better,
TWICE_Strategy,Is Strategy-trategy is a Korean version? They got speak Korea?,is strategytrategy is a korean version they got speak korea,
TWICE_Strategy,Love this song ❤,love this song,
TWICE_Strategy,This song enter top #3 in my playlist,this song enter top in my playlist,
TWICE_Strategy,this masterpiece keeps repeating on my head 24/7 even tho I'm in the middle of having an important exam,this masterpiece keeps repeating on my head even tho im in the middle of having an important exam,
TWICE_Strategy,The daily views is better than One Spark now.,the daily views is better than one spark now,
TWICE_Strategy,TWICE is the Most Active K-pop Girl Group in 9 years and their song always so good,twice is the most active kpop girl group in years and their song always so good,
TWICE_Strategy,stream strategy onces!!!!,stream strategy onces,
TWICE_Strategy,This masterpiece really live in my brain for free,this masterpiece really live in my brain for free,
TWICE_Strategy,"reminder: pls do not use caps lock when you're commenting, it freezes the views 🗣️🗣️🗣️",reminder pls do not use caps lock when youre commenting it freezes the views,
TWICE_Strategy,any Mina stans here??? 🙋‍♀️🙋‍♀️🙋‍♀️,any mina stans here,
