video_id,comment,likes,published_at,group_comeback,label,source
Sz_wWzgh-vQ,498k,2,2024-12-19T23:53:59Z,TWICE_Strategy,,youtube
Sz_wWzgh-vQ,Why is this whole song english? What happened to kpop lol. Love my girls twice though but im lowk concerned,2,2024-12-19T22:57:05Z,TWICE_Strategy,,youtube
Sz_wWzgh-vQ,Bellas <3,1,2024-12-19T22:45:07Z,TWICE_Strategy,,youtube
Sz_wWzgh-vQ,TWICE,1,2024-12-19T09:05:56Z,TWICE_Strategy,,youtube
Sz_wWzgh-vQ,20000000 views,5,2024-12-19T14:47:02Z,TWICE_Strategy,,youtube
Sz_wWzgh-vQ,So beautiful,1,2024-12-19T16:47:29Z,TWICE_Strategy,,youtube
Sz_wWzgh-vQ,STREAM STREAAAAAAMMMMMMMMMMM 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂🎉🎉😂😂😂🎉😂🎉😂😂😂🎉😂🎉😂😂😂😂😂🎉😂😂🎉❤🎉😂🎉❤😢😂😢😂🎉😂🎉❤🎉😂😢🎉❤😮😮🎉😅❤😅🎉😮😢😂😢❤😮🎉,1,2024-12-19T09:30:39Z,TWICE_Strategy,,youtube
Sz_wWzgh-vQ,me encanta tanto esta canciónnn!,2,2024-12-19T15:23:16Z,TWICE_Strategy,,youtube
Sz_wWzgh-vQ,Go go Twice! Never stop!,2,2024-12-19T21:22:56Z,TWICE_Strategy,,youtube
Sz_wWzgh-vQ,HEY BOY I'MA GET YA,2,2024-12-19T09:02:09Z,TWICE_Strategy,,youtube
Sz_wWzgh-vQ,FLOP 🤮🤮🤮🤮,0,2024-12-19T16:45:56Z,TWICE_Strategy,,youtube
Sz_wWzgh-vQ,The daily views is better than One Spark now.,8,2024-12-19T11:03:22Z,TWICE_Strategy,,youtube
Sz_wWzgh-vQ,A HIT!,1,2024-12-19T09:22:02Z,TWICE_Strategy,,youtube
Sz_wWzgh-vQ,Twice,1,2024-12-19T10:19:53Z,TWICE_Strategy,,youtube
Sz_wWzgh-vQ,❤❤,0,2024-12-19T16:18:19Z,TWICE_Strategy,,youtube
Sz_wWzgh-vQ,strategy stream,2,2024-12-19T21:25:21Z,TWICE_Strategy,,youtube
Sz_wWzgh-vQ,30M LETS GO!,1,2024-12-19T09:12:46Z,TWICE_Strategy,,youtube
Sz_wWzgh-vQ,Omg,1,2024-12-19T19:31:00Z,TWICE_Strategy,,youtube
Sz_wWzgh-vQ,So we just gonna copy Doja cat,0,2024-12-19T16:02:14Z,TWICE_Strategy,,youtube
Sz_wWzgh-vQ,Vote music bank,5,2024-12-19T23:59:05Z,TWICE_Strategy,,youtube
Sz_wWzgh-vQ,Dios mío amo esta cancióooooooooon,1,2024-12-19T21:47:21Z,TWICE_Strategy,,youtube
Sz_wWzgh-vQ,❤❤,0,2024-12-19T18:13:54Z,TWICE_Strategy,,youtube
Sz_wWzgh-vQ,SANA MARRY ME?🤧💍,5,2024-12-19T08:50:22Z,TWICE_Strategy,,youtube
Sz_wWzgh-vQ,🥰🥰🥰🥰🥰,0,2024-12-19T19:18:41Z,TWICE_Strategy,,youtube
Sz_wWzgh-vQ,STRATEGYYYYY,5,2024-12-19T21:11:03Z,TWICE_Strategy,,youtube
Sz_wWzgh-vQ,Hey boy,2,2024-12-19T22:19:13Z,TWICE_Strategy,,youtube
Sz_wWzgh-vQ,STREAM MASSIVO,3,2024-12-19T21:10:55Z,TWICE_Strategy,,youtube
Sz_wWzgh-vQ,Twiceeeee,4,2024-12-19T21:16:15Z,TWICE_Strategy,,youtube
Sz_wWzgh-vQ,00:57 ❤❤❤ 01:32 🔥🔥🔥,0,2024-12-19T16:54:41Z,TWICE_Strategy,,youtube
Sz_wWzgh-vQ,DIVAS,3,2024-12-19T21:11:18Z,TWICE_Strategy,,youtube
Sz_wWzgh-vQ,"Me encanta, twice haciendo colaboraciones con otros artistas.",3,2024-12-19T20:58:24Z,TWICE_Strategy,,youtube
Sz_wWzgh-vQ,Glad they kept the girls away from Megan as much as possible,4,2024-12-19T23:22:34Z,TWICE_Strategy,,youtube
Sz_wWzgh-vQ,20 MILLI YASSSS,2,2024-12-19T08:46:02Z,TWICE_Strategy,,youtube
Sz_wWzgh-vQ,Son muy talentosas,1,2024-12-19T17:44:32Z,TWICE_Strategy,,youtube
Sz_wWzgh-vQ,20.147,0,2024-12-19T10:03:17Z,TWICE_Strategy,,youtube
Sz_wWzgh-vQ,THIS IS A BANGERR,2,2024-12-19T09:19:03Z,TWICE_Strategy,,youtube
Sz_wWzgh-vQ,Strategy,0,2024-12-19T16:30:13Z,TWICE_Strategy,,youtube
Sz_wWzgh-vQ,twice twice,4,2024-12-19T08:27:31Z,TWICE_Strategy,,youtube
Sz_wWzgh-vQ,20.342K,2,2024-12-19T17:35:03Z,TWICE_Strategy,,youtube
Sz_wWzgh-vQ,20m337k！！！,0,2024-12-19T17:22:06Z,TWICE_Strategy,,youtube
Sz_wWzgh-vQ,151k only,0,2024-12-19T10:17:36Z,TWICE_Strategy,,youtube
Sz_wWzgh-vQ,200k,2,2024-12-19T12:19:43Z,TWICE_Strategy,,youtube
Sz_wWzgh-vQ,2:08 😍,0,2024-12-19T11:24:50Z,TWICE_Strategy,,youtube
Sz_wWzgh-vQ,"let's keep streaming ONCES, let's appreciate all the girls efforts for this just to deliver this masterpiece to us",0,2024-12-19T10:56:04Z,TWICE_Strategy,,youtube
Sz_wWzgh-vQ,this song is sooo cvnty,5,2024-12-19T14:04:04Z,TWICE_Strategy,,youtube
Sz_wWzgh-vQ,MINHAS PERFEIÇÃO,0,2024-12-19T21:01:22Z,TWICE_Strategy,,youtube
Sz_wWzgh-vQ,Reines,0,2024-12-19T19:23:06Z,TWICE_Strategy,,youtube
Sz_wWzgh-vQ,Winning is my trademark <33,0,2024-12-19T09:45:27Z,TWICE_Strategy,,youtube
Sz_wWzgh-vQ,let’s try to win all chart again!!,2,2024-12-19T21:10:25Z,TWICE_Strategy,,youtube
Sz_wWzgh-vQ,This masterpiece really live in my brain for free,2,2024-12-19T11:00:56Z,TWICE_Strategy,,youtube
jWQx2f-CErU,Karina marry me🩵🩵,3,2024-11-03T01:41:09Z,aespa_Whiplash,,youtube
jWQx2f-CErU,ICONIC,2,2024-11-03T18:32:42Z,aespa_Whiplash,,youtube
jWQx2f-CErU,DIVAAAAAAAAAAAAAAAAS,0,2024-11-02T17:11:45Z,aespa_Whiplash,,youtube
jWQx2f-CErU,51M 611K WHIPLASH,0,2024-11-02T16:01:22Z,aespa_Whiplash,,youtube
jWQx2f-CErU,Le top des musiques,1,2024-11-03T10:09:45Z,aespa_Whiplash,,youtube
jWQx2f-CErU,ya vnfo,3,2024-11-03T03:41:40Z,aespa_Whiplash,,youtube
jWQx2f-CErU,I'M THE COLDEST,2,2024-11-03T04:15:21Z,aespa_Whiplash,,youtube
jWQx2f-CErU,day-1,1,2024-11-03T14:22:49Z,aespa_Whiplash,,youtube
jWQx2f-CErU,Soty,2,2024-11-02T16:35:40Z,aespa_Whiplash,,youtube
jWQx2f-CErU,Love it,3,2024-11-03T20:56:18Z,aespa_Whiplash,,youtube
jWQx2f-CErU,LOVE YOOU GISEEEEELEEEE 😩😩😩😩❤❤❤❤,2,2024-11-03T15:20:55Z,aespa_Whiplash,,youtube
jWQx2f-CErU,OSSURAN WİNTER BESTTT👊,0,2024-11-03T07:46:00Z,aespa_Whiplash,,youtube
jWQx2f-CErU,keep streaming mys,2,2024-11-03T12:02:01Z,aespa_Whiplash,,youtube
jWQx2f-CErU,Whiplash,2,2024-11-02T22:27:39Z,aespa_Whiplash,,youtube
jWQx2f-CErU,100M view 🐱‍🏍🐱‍🏍,4,2024-11-03T00:30:25Z,aespa_Whiplash,,youtube
jWQx2f-CErU,ONE LOOK GIVE A WHIPLASH,2,2024-11-03T16:44:51Z,aespa_Whiplash,,youtube
jWQx2f-CErU,#kurdishnctzen,1,2024-11-03T08:38:35Z,aespa_Whiplash,,youtube
jWQx2f-CErU,Ya la quemadte?,1,2024-11-03T05:39:19Z,aespa_Whiplash,,youtube
jWQx2f-CErU,Yesssss,1,2024-11-03T02:19:12Z,aespa_Whiplash,,youtube
jWQx2f-CErU,All 0/10s,0,2024-11-03T15:02:27Z,aespa_Whiplash,,youtube
jWQx2f-CErU,whip whip whiplash,6,2024-11-03T15:15:00Z,aespa_Whiplash,,youtube
jWQx2f-CErU,HAPPY 52M WHIPLASH,2,2024-11-03T12:19:22Z,aespa_Whiplash,,youtube
jWQx2f-CErU,52 juta sebentar lagi,8,2024-11-03T00:05:04Z,aespa_Whiplash,,youtube
jWQx2f-CErU,Whi-whiplash,0,2024-11-03T13:25:03Z,aespa_Whiplash,,youtube
jWQx2f-CErU,Tell Jennie to thank Beyoncé,1,2024-11-03T00:31:46Z,aespa_Whiplash,,youtube
jWQx2f-CErU,Omg the beat is insane from the start to the end!!!💝,3,2024-11-03T06:03:52Z,aespa_Whiplash,,youtube
jWQx2f-CErU,Whip whiplash,5,2024-11-03T15:11:11Z,aespa_Whiplash,,youtube
jWQx2f-CErU,"Go 1,4M likes",1,2024-11-02T14:28:49Z,aespa_Whiplash,,youtube
jWQx2f-CErU,que adicción con este tema,6,2024-11-03T23:28:27Z,aespa_Whiplash,,youtube
jWQx2f-CErU,Godspa always give us Hit after Hit,1,2024-11-03T02:53:34Z,aespa_Whiplash,,youtube
jWQx2f-CErU,This mv is top tier,1,2024-11-02T18:28:49Z,aespa_Whiplash,,youtube
jWQx2f-CErU,1.3M LIKES WHIPLASH,1,2024-11-03T04:14:30Z,aespa_Whiplash,,youtube
jWQx2f-CErU,Best song,0,2024-11-02T15:41:57Z,aespa_Whiplash,,youtube
jWQx2f-CErU,"I love this era, but the song and the dance are giving me PSY vibes😂 and i can’t unsee it!!! i hope they’re doing doing the challenge with PSY!!!!  It will be dope for sure!!",1,2024-11-03T13:41:50Z,aespa_Whiplash,,youtube
jWQx2f-CErU,gives me goosebumps over and over every single listen,2,2024-11-02T14:25:58Z,aespa_Whiplash,,youtube
jWQx2f-CErU,This masterpiece deserves much attention,9,2024-11-03T15:16:24Z,aespa_Whiplash,,youtube
jWQx2f-CErU,I'm new to aespa. Can someone tell me who is who? I just know Karina.,6,2024-11-03T02:44:52Z,aespa_Whiplash,,youtube
jWQx2f-CErU,Karina so hot🥵,2,2024-11-03T00:18:17Z,aespa_Whiplash,,youtube
jWQx2f-CErU,SM tolong rilis lagu wake up ningning dong,3,2024-11-03T13:02:48Z,aespa_Whiplash,,youtube
jWQx2f-CErU,Giselle for the leader of the free world!,4,2024-11-03T15:14:32Z,aespa_Whiplash,,youtube
jWQx2f-CErU,is that song? it is hard to say 😏,0,2024-11-03T02:25:43Z,aespa_Whiplash,,youtube
jWQx2f-CErU,52.5M,2,2024-11-03T14:50:23Z,aespa_Whiplash,,youtube
jWQx2f-CErU,‼️‼️‼️‼️‼️‼️‼️‼️‼️‼️‼️‼️‼️‼️‼️ VOTE FOR AESPA ON MNET FOR FANS CHOICE ‼️‼️‼️‼️‼️‼️‼️‼️‼️‼️‼️‼️‼️‼️‼️,1,2024-11-02T15:18:27Z,aespa_Whiplash,,youtube
jWQx2f-CErU,GISEELLEEEEEE AAAAAAAAAAAAA,4,2024-11-03T15:19:30Z,aespa_Whiplash,,youtube
jWQx2f-CErU,SLAYNINGGGG,2,2024-11-03T10:15:18Z,aespa_Whiplash,,youtube
jWQx2f-CErU,Sounds like xg song,0,2024-11-03T15:18:47Z,aespa_Whiplash,,youtube
jWQx2f-CErU,🔥🔥🔥🔥,2,2024-11-03T15:42:51Z,aespa_Whiplash,,youtube
jWQx2f-CErU,52M done on 3/11/2024 🎉🎉,1,2024-11-03T05:07:06Z,aespa_Whiplash,,youtube
jWQx2f-CErU,Divas🔥,0,2024-11-02T16:01:14Z,aespa_Whiplash,,youtube
jWQx2f-CErU,52M gogo,1,2024-11-03T02:05:56Z,aespa_Whiplash,,youtube
